corona_test,cough_filename
negative,XwiK6FSjg5b5RuQQFYmz67zSpYC3_heavy_3.wav
negative,XwiK6FSjg5b5RuQQFYmz67zSpYC3_shallow_1.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_heavy_3.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_heavy_5.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_shallow_1.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_shallow_4.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_shallow_5.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_shallow_7.wav
negative,XzIjEtRHHPci6Zq0zb9Lx0d6zEr2_shallow_8.wav
negative,Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2_heavy_1.wav
negative,YgKJK1UxM6NMjfugUnV4mi50d732_heavy_2.wav
negative,YgKJK1UxM6NMjfugUnV4mi50d732_heavy_3.wav
negative,yI90OQafcNSI5Hcgsil9iEifx1R2_heavy_1.wav
negative,yI90OQafcNSI5Hcgsil9iEifx1R2_shallow_1.wav
negative,yI90OQafcNSI5Hcgsil9iEifx1R2_shallow_2.wav
negative,YPqxeCMKNuMVhEg9xQPA4hD8dQC2_heavy_2.wav
negative,YPqxeCMKNuMVhEg9xQPA4hD8dQC2_heavy_3.wav
negative,YPqxeCMKNuMVhEg9xQPA4hD8dQC2_heavy_4.wav
negative,YPqxeCMKNuMVhEg9xQPA4hD8dQC2_heavy_5.wav
negative,YPqxeCMKNuMVhEg9xQPA4hD8dQC2_shallow_2.wav
negative,YqPKZEEwQ6N51vs5ztJn2a1nVBN2_heavy_3.wav
negative,YqPKZEEwQ6N51vs5ztJn2a1nVBN2_shallow_1.wav
negative,YqPKZEEwQ6N51vs5ztJn2a1nVBN2_shallow_3.wav
negative,YR33hHou5PgrLYv2L1mLzHE4na12_shallow_2.wav
negative,yS7pj7vgWyMU5nqgYXglXiTcW9A2_heavy_3.wav
negative,yS7pj7vgWyMU5nqgYXglXiTcW9A2_heavy_4.wav
negative,yZtohTVxlSauCUNuIIEUcdIA2TJ3_heavy_1.wav
negative,yZtohTVxlSauCUNuIIEUcdIA2TJ3_heavy_3.wav
negative,yZtohTVxlSauCUNuIIEUcdIA2TJ3_shallow_1.wav
negative,Z5Y8ewskqQWeyIFkqRKuwGz9fCv1_heavy_2.wav
negative,Z5Y8ewskqQWeyIFkqRKuwGz9fCv1_shallow_2.wav
negative,Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1_shallow_3.wav
negative,Za0aCHrh7pcZrQI3Qg5JiSOl3o42_shallow_1.wav
negative,Za0aCHrh7pcZrQI3Qg5JiSOl3o42_shallow_2.wav
negative,Za0aCHrh7pcZrQI3Qg5JiSOl3o42_shallow_3.wav
negative,zBiORuLmvGhOciaUXFeAKRhMyhj2_heavy_4.wav
negative,zBiORuLmvGhOciaUXFeAKRhMyhj2_shallow_6.wav
negative,ZiwS2q40gsX5X7pMp0y30PUFpE93_heavy_1.wav
negative,ZiwS2q40gsX5X7pMp0y30PUFpE93_heavy_2.wav
negative,ZiwS2q40gsX5X7pMp0y30PUFpE93_heavy_3.wav
negative,ZiwS2q40gsX5X7pMp0y30PUFpE93_heavy_4.wav
negative,zPFIJ3JDo7P5qIIdKvELq76kYi02_heavy_3.wav
negative,zUAc2drprdaJAE0h1XpQyk01iE22_heavy_2.wav
negative,zUAc2drprdaJAE0h1XpQyk01iE22_shallow_2.wav
negative,zUAc2drprdaJAE0h1XpQyk01iE22_shallow_8.wav
positive,05acPS4aRGfvuOfku11Za8zve8i2_heavy_2.wav
positive,05acPS4aRGfvuOfku11Za8zve8i2_heavy_3.wav
positive,05acPS4aRGfvuOfku11Za8zve8i2_shallow_1.wav
positive,05acPS4aRGfvuOfku11Za8zve8i2_shallow_2.wav
positive,05acPS4aRGfvuOfku11Za8zve8i2_shallow_3.wav
positive,05acPS4aRGfvuOfku11Za8zve8i2_shallow_4.wav
positive,0KSi2atlmsXNcGMfpDNzIjJSvC23_heavy_1.wav
positive,0KSi2atlmsXNcGMfpDNzIjJSvC23_heavy_2.wav
positive,0KSi2atlmsXNcGMfpDNzIjJSvC23_shallow_1.wav
positive,0KSi2atlmsXNcGMfpDNzIjJSvC23_shallow_2.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_heavy_1.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_heavy_2.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_heavy_3.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_heavy_4.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_heavy_5.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_shallow_1.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_shallow_2.wav
positive,1e8i6Q47ewbzrTiKqIeOLEvPv2Z2_shallow_3.wav
positive,2vH4QMrMaMMm5oZYScY0b36Z8MC3_heavy_1.wav
positive,2vH4QMrMaMMm5oZYScY0b36Z8MC3_shallow_1.wav
positive,31euepHD0deCxTd2nJ1wzXCk5EF3_heavy_2.wav
positive,31euepHD0deCxTd2nJ1wzXCk5EF3_heavy_3.wav
positive,31euepHD0deCxTd2nJ1wzXCk5EF3_shallow_1.wav
positive,31euepHD0deCxTd2nJ1wzXCk5EF3_shallow_2.wav
positive,31euepHD0deCxTd2nJ1wzXCk5EF3_shallow_3.wav
positive,40NRJEGpU9Vg2IFXcuqCQLiKLVz1_heavy_1.wav
positive,40NRJEGpU9Vg2IFXcuqCQLiKLVz1_heavy_3.wav
positive,40NRJEGpU9Vg2IFXcuqCQLiKLVz1_shallow_1.wav
positive,40NRJEGpU9Vg2IFXcuqCQLiKLVz1_shallow_2.wav
positive,40NRJEGpU9Vg2IFXcuqCQLiKLVz1_shallow_3.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_heavy_1.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_heavy_2.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_heavy_3.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_heavy_4.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_shallow_1.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_shallow_2.wav
positive,4qLi2eWkYGasKhmmPPiyFAGUqBr2_shallow_3.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_heavy_1.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_heavy_2.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_heavy_3.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_heavy_4.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_shallow_1.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_shallow_2.wav
positive,56HPUhHPM9UEksAVgCDbQZcxsuZ2_shallow_3.wav
positive,6BT19A6gAlNjbtbe3EdgKQc4kkH3_heavy_1.wav
positive,6BT19A6gAlNjbtbe3EdgKQc4kkH3_heavy_2.wav
positive,6BT19A6gAlNjbtbe3EdgKQc4kkH3_heavy_3.wav
positive,6BT19A6gAlNjbtbe3EdgKQc4kkH3_shallow_1.wav
positive,6BT19A6gAlNjbtbe3EdgKQc4kkH3_shallow_3.wav
positive,6C9hfSrutjdxeM13Vdjb7Om3zez2_heavy_1.wav
positive,6C9hfSrutjdxeM13Vdjb7Om3zez2_heavy_2.wav
positive,6C9hfSrutjdxeM13Vdjb7Om3zez2_heavy_3.wav
positive,6C9hfSrutjdxeM13Vdjb7Om3zez2_shallow_1.wav
positive,6C9hfSrutjdxeM13Vdjb7Om3zez2_shallow_2.wav
positive,6C9hfSrutjdxeM13Vdjb7Om3zez2_shallow_3.wav
positive,7IeLM4Wp0tOmjNfel0c9yK9gYVV2_heavy_1.wav
positive,7IeLM4Wp0tOmjNfel0c9yK9gYVV2_heavy_2.wav
positive,7IeLM4Wp0tOmjNfel0c9yK9gYVV2_heavy_3.wav
positive,7IeLM4Wp0tOmjNfel0c9yK9gYVV2_shallow_1.wav
positive,7IeLM4Wp0tOmjNfel0c9yK9gYVV2_shallow_2.wav
positive,7IeLM4Wp0tOmjNfel0c9yK9gYVV2_shallow_3.wav
positive,85iNcV2z6MNT3FrygbEC4fuGrIu1_heavy_2.wav
positive,85iNcV2z6MNT3FrygbEC4fuGrIu1_shallow_1.wav
positive,85iNcV2z6MNT3FrygbEC4fuGrIu1_shallow_2.wav
positive,85iNcV2z6MNT3FrygbEC4fuGrIu1_shallow_3.wav
positive,8PvWScAB6UbnfrkQrpbqLpu7O0z1_shallow_1.wav
positive,8PvWScAB6UbnfrkQrpbqLpu7O0z1_shallow_2.wav
positive,9Wkd6QJdpBNEosMpzYhFwZjBJX92_heavy_1.wav
positive,9Wkd6QJdpBNEosMpzYhFwZjBJX92_heavy_2.wav
positive,9Wkd6QJdpBNEosMpzYhFwZjBJX92_heavy_3.wav
positive,9Wkd6QJdpBNEosMpzYhFwZjBJX92_shallow_1.wav
positive,9Wkd6QJdpBNEosMpzYhFwZjBJX92_shallow_2.wav
positive,9Wkd6QJdpBNEosMpzYhFwZjBJX92_shallow_3.wav
positive,aHJPsm6esHeW5apkd8KAFdia9zj2_heavy_1.wav
positive,aHJPsm6esHeW5apkd8KAFdia9zj2_heavy_2.wav
positive,aHJPsm6esHeW5apkd8KAFdia9zj2_shallow_2.wav
positive,az5zELVN7ObicxGrBLMoX8ki1LF2_heavy_1.wav
positive,az5zELVN7ObicxGrBLMoX8ki1LF2_heavy_2.wav
positive,az5zELVN7ObicxGrBLMoX8ki1LF2_shallow_3.wav
positive,b7mMUQm5bObj1jwGFaNyaR07pt83_heavy_1.wav
positive,b7mMUQm5bObj1jwGFaNyaR07pt83_shallow_1.wav
positive,b7mMUQm5bObj1jwGFaNyaR07pt83_shallow_2.wav
positive,b7mMUQm5bObj1jwGFaNyaR07pt83_shallow_3.wav
positive,b7mMUQm5bObj1jwGFaNyaR07pt83_shallow_4.wav
positive,BDygu23lyUbBq2NlqfzRxGoMm9B2_heavy_1.wav
positive,BDygu23lyUbBq2NlqfzRxGoMm9B2_heavy_2.wav
positive,BDygu23lyUbBq2NlqfzRxGoMm9B2_shallow_1.wav
positive,BDygu23lyUbBq2NlqfzRxGoMm9B2_shallow_2.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_heavy_1.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_heavy_2.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_heavy_3.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_heavy_4.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_shallow_1.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_shallow_3.wav
positive,bH6WQVvClVRDer6iOFvaGiz0luf1_shallow_4.wav
positive,BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2_heavy_1.wav
positive,BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2_heavy_2.wav
positive,BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2_heavy_3.wav
positive,BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2_shallow_2.wav
positive,BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2_shallow_3.wav
positive,BZHvK60v1LY9cBfLvYkBkJxdfNz2_heavy_1.wav
positive,BZHvK60v1LY9cBfLvYkBkJxdfNz2_shallow_1.wav
positive,BZHvK60v1LY9cBfLvYkBkJxdfNz2_shallow_2.wav
positive,C1h80BY2J5eZgP3UMb4PTJXyKWy2_heavy_1.wav
positive,C1h80BY2J5eZgP3UMb4PTJXyKWy2_heavy_3.wav
positive,C1h80BY2J5eZgP3UMb4PTJXyKWy2_shallow_1.wav
positive,C1h80BY2J5eZgP3UMb4PTJXyKWy2_shallow_2.wav
positive,C1h80BY2J5eZgP3UMb4PTJXyKWy2_shallow_3.wav
positive,Cd7fkliPM2ZUM1skytvoU2vD8jK2_heavy_1.wav
positive,Cd7fkliPM2ZUM1skytvoU2vD8jK2_heavy_2.wav
positive,Cd7fkliPM2ZUM1skytvoU2vD8jK2_heavy_3.wav
positive,Cd7fkliPM2ZUM1skytvoU2vD8jK2_shallow_1.wav
positive,Cd7fkliPM2ZUM1skytvoU2vD8jK2_shallow_2.wav
positive,cf4RgKotFbYPn2HsLdxHyiChY3I2_heavy_1.wav
positive,cf4RgKotFbYPn2HsLdxHyiChY3I2_heavy_2.wav
positive,cf4RgKotFbYPn2HsLdxHyiChY3I2_heavy_3.wav
positive,cf4RgKotFbYPn2HsLdxHyiChY3I2_shallow_1.wav
positive,cf4RgKotFbYPn2HsLdxHyiChY3I2_shallow_2.wav
positive,cf4RgKotFbYPn2HsLdxHyiChY3I2_shallow_3.wav
positive,DGWrVMD5yZc5jcjMzblC4kaBLmK2_heavy_1.wav
positive,DGWrVMD5yZc5jcjMzblC4kaBLmK2_heavy_2.wav
positive,DGWrVMD5yZc5jcjMzblC4kaBLmK2_heavy_3.wav
positive,DGWrVMD5yZc5jcjMzblC4kaBLmK2_heavy_4.wav
positive,DGWrVMD5yZc5jcjMzblC4kaBLmK2_shallow_1.wav
positive,dvRr97gwv7Y34YqaccErnWcYRY53_heavy_1.wav
positive,dvRr97gwv7Y34YqaccErnWcYRY53_heavy_2.wav
positive,dvRr97gwv7Y34YqaccErnWcYRY53_heavy_3.wav
positive,euld60aqc2OtnNoKYx9P4WDzVM92_heavy_1.wav
positive,euld60aqc2OtnNoKYx9P4WDzVM92_heavy_2.wav
positive,euld60aqc2OtnNoKYx9P4WDzVM92_heavy_3.wav
positive,euld60aqc2OtnNoKYx9P4WDzVM92_shallow_1.wav
positive,euld60aqc2OtnNoKYx9P4WDzVM92_shallow_2.wav
positive,euld60aqc2OtnNoKYx9P4WDzVM92_shallow_3.wav
positive,ffyNrzu5ZGXrZ0I7MbxBwqbtIln1_heavy_1.wav
positive,ffyNrzu5ZGXrZ0I7MbxBwqbtIln1_heavy_2.wav
positive,ffyNrzu5ZGXrZ0I7MbxBwqbtIln1_shallow_1.wav
positive,ffyNrzu5ZGXrZ0I7MbxBwqbtIln1_shallow_2.wav
positive,ffyNrzu5ZGXrZ0I7MbxBwqbtIln1_shallow_3.wav
positive,Fi2lLmV3LHR5brvXs0z1JSKDvnI2_heavy_2.wav
positive,Fi2lLmV3LHR5brvXs0z1JSKDvnI2_heavy_3.wav
positive,Fi2lLmV3LHR5brvXs0z1JSKDvnI2_shallow_1.wav
positive,Fi2lLmV3LHR5brvXs0z1JSKDvnI2_shallow_2.wav
positive,Fi2lLmV3LHR5brvXs0z1JSKDvnI2_shallow_3.wav
positive,Fx2gbIoPlJXrK5OD8FMeepOGlLa2_heavy_1.wav
positive,Fx2gbIoPlJXrK5OD8FMeepOGlLa2_shallow_1.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_heavy_1.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_heavy_2.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_heavy_3.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_shallow_1.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_shallow_2.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_shallow_3.wav
positive,G5kUP2QOpVSyjK6Q9rzblmTU9vW2_shallow_4.wav
positive,gcBPC2UzklTmymsRwuBcQlCsb7k2_heavy_1.wav
positive,gcBPC2UzklTmymsRwuBcQlCsb7k2_heavy_2.wav
positive,gcBPC2UzklTmymsRwuBcQlCsb7k2_heavy_3.wav
positive,gcBPC2UzklTmymsRwuBcQlCsb7k2_shallow_1.wav
positive,gcBPC2UzklTmymsRwuBcQlCsb7k2_shallow_2.wav
positive,gcBPC2UzklTmymsRwuBcQlCsb7k2_shallow_3.wav
positive,gpcoorcyfuXQZxcUFTxthUKOua03_shallow_1.wav
positive,hLVaY0Dox1bLCTAqoq0wKKOqBjc2_heavy_2.wav
positive,hLVaY0Dox1bLCTAqoq0wKKOqBjc2_heavy_3.wav
positive,hLVaY0Dox1bLCTAqoq0wKKOqBjc2_shallow_1.wav
positive,hLVaY0Dox1bLCTAqoq0wKKOqBjc2_shallow_2.wav
positive,hLVaY0Dox1bLCTAqoq0wKKOqBjc2_shallow_3.wav
positive,hVZQcrz6cfaOMfL3jpRqJBUiumF2_heavy_1.wav
positive,hVZQcrz6cfaOMfL3jpRqJBUiumF2_heavy_2.wav
positive,hVZQcrz6cfaOMfL3jpRqJBUiumF2_heavy_3.wav
positive,hVZQcrz6cfaOMfL3jpRqJBUiumF2_shallow_1.wav
positive,hVZQcrz6cfaOMfL3jpRqJBUiumF2_shallow_2.wav
positive,hVZQcrz6cfaOMfL3jpRqJBUiumF2_shallow_3.wav
positive,HYGtUoMDukOlfkkQ7rgRPhuKorA3_heavy_1.wav
positive,HYGtUoMDukOlfkkQ7rgRPhuKorA3_shallow_1.wav
positive,IFMid2LmeCTSQAFaL8wTSUg20No2_heavy_1.wav
positive,IFMid2LmeCTSQAFaL8wTSUg20No2_shallow_1.wav
positive,IkdWn0v3dAU9eWzsf3rY8Dwgf0V2_heavy_1.wav
positive,IkdWn0v3dAU9eWzsf3rY8Dwgf0V2_shallow_1.wav
positive,IkdWn0v3dAU9eWzsf3rY8Dwgf0V2_shallow_2.wav
positive,IkdWn0v3dAU9eWzsf3rY8Dwgf0V2_shallow_3.wav
positive,joORHxc0iCTwgP7Uh5SM5N7rnnf2_heavy_1.wav
positive,joORHxc0iCTwgP7Uh5SM5N7rnnf2_heavy_2.wav
positive,joORHxc0iCTwgP7Uh5SM5N7rnnf2_heavy_3.wav
positive,joORHxc0iCTwgP7Uh5SM5N7rnnf2_shallow_1.wav
positive,joORHxc0iCTwgP7Uh5SM5N7rnnf2_shallow_3.wav
positive,kB7J1mRmiPbjIVTAgovzFwP5nQm1_heavy_1.wav
positive,kB7J1mRmiPbjIVTAgovzFwP5nQm1_heavy_2.wav
positive,kB7J1mRmiPbjIVTAgovzFwP5nQm1_heavy_3.wav
positive,kB7J1mRmiPbjIVTAgovzFwP5nQm1_shallow_1.wav
positive,kB7J1mRmiPbjIVTAgovzFwP5nQm1_shallow_2.wav
positive,kB7J1mRmiPbjIVTAgovzFwP5nQm1_shallow_3.wav
positive,kBFDtvAVY9QYbi7YHYgd7tNpsWx1_heavy_1.wav
positive,kBFDtvAVY9QYbi7YHYgd7tNpsWx1_heavy_2.wav
positive,kBFDtvAVY9QYbi7YHYgd7tNpsWx1_shallow_1.wav
positive,kBFDtvAVY9QYbi7YHYgd7tNpsWx1_shallow_2.wav
positive,Kbvj1H92OLaeQy0YWHkPGvaH0hw2_heavy_2.wav
positive,KcO2p01LdYga7563y95BkKII9Dh1_heavy_1.wav
positive,KcO2p01LdYga7563y95BkKII9Dh1_heavy_2.wav
positive,KcO2p01LdYga7563y95BkKII9Dh1_heavy_3.wav
positive,KcO2p01LdYga7563y95BkKII9Dh1_shallow_1.wav
positive,KcO2p01LdYga7563y95BkKII9Dh1_shallow_2.wav
positive,KFQ0ksPwkDcLUUjbVBYWGWr9ei62_heavy_1.wav
positive,KFQ0ksPwkDcLUUjbVBYWGWr9ei62_heavy_2.wav
positive,KFQ0ksPwkDcLUUjbVBYWGWr9ei62_heavy_3.wav
positive,KFQ0ksPwkDcLUUjbVBYWGWr9ei62_shallow_1.wav
positive,L9QbDvX4UtMhFOsYuh2aamY3VK23_heavy_1.wav
positive,lVHnQ9UNkAYmjNm7wL885LzpsOk2_heavy_2.wav
positive,lVHnQ9UNkAYmjNm7wL885LzpsOk2_heavy_3.wav
positive,lVHnQ9UNkAYmjNm7wL885LzpsOk2_shallow_1.wav
positive,lVHnQ9UNkAYmjNm7wL885LzpsOk2_shallow_2.wav
positive,lVHnQ9UNkAYmjNm7wL885LzpsOk2_shallow_3.wav
positive,M43FaHpw1ScIi97eG6LBx2fBaJ92_heavy_1.wav
positive,M43FaHpw1ScIi97eG6LBx2fBaJ92_heavy_2.wav
positive,M43FaHpw1ScIi97eG6LBx2fBaJ92_shallow_1.wav
positive,MF5f99sONpcYl5fYsVzh32XwSmm2_heavy_1.wav
positive,mmg71cttF0ez7wdeTZeCVFw7GV32_heavy_2.wav
positive,mmg71cttF0ez7wdeTZeCVFw7GV32_heavy_4.wav
positive,mmg71cttF0ez7wdeTZeCVFw7GV32_shallow_1.wav
positive,mmg71cttF0ez7wdeTZeCVFw7GV32_shallow_2.wav
positive,mmg71cttF0ez7wdeTZeCVFw7GV32_shallow_3.wav
positive,nC130uADRFZF5vae8qZt2qmpbpi1_heavy_1.wav
positive,nC130uADRFZF5vae8qZt2qmpbpi1_heavy_2.wav
positive,nC130uADRFZF5vae8qZt2qmpbpi1_shallow_1.wav
positive,nC130uADRFZF5vae8qZt2qmpbpi1_shallow_3.wav
positive,nsKPMVQ77PdvSk4XO3Ri21f1YeH2_heavy_1.wav
positive,nsKPMVQ77PdvSk4XO3Ri21f1YeH2_shallow_1.wav
positive,nsKPMVQ77PdvSk4XO3Ri21f1YeH2_shallow_2.wav
positive,nsKPMVQ77PdvSk4XO3Ri21f1YeH2_shallow_3.wav
positive,OnYf35hpRnNpCxV6vTU9n2ETMiD2_heavy_1.wav
positive,OnYf35hpRnNpCxV6vTU9n2ETMiD2_heavy_2.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_heavy_1.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_heavy_2.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_heavy_3.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_heavy_4.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_shallow_1.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_shallow_2.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_shallow_3.wav
positive,oPLTYiEHMFTuruwTXpbRPnlz2mr1_shallow_4.wav
positive,OSva8KJZQuZDquBrWQRFdEOtKFc2_heavy_1.wav
positive,OSva8KJZQuZDquBrWQRFdEOtKFc2_shallow_2.wav
positive,OUFazbHbbtRTQcRP5BWBKzeZpvw1_heavy_1.wav
positive,OUFazbHbbtRTQcRP5BWBKzeZpvw1_shallow_1.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_heavy_1.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_heavy_2.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_heavy_3.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_heavy_4.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_shallow_1.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_shallow_2.wav
positive,owZvvdKAOXPqHD3yXUpkORYsV0H3_shallow_3.wav
positive,pos-0421-084-cough-m-50-0.wav
positive,pos-0421-084-cough-m-50-1.wav
positive,pos-0421-084-cough-m-50-2.wav
positive,pos-0421-084-cough-m-50-3.wav
positive,pos-0421-084-cough-m-50-4.wav
positive,pos-0421-084-cough-m-50-5.wav
positive,pos-0421-084-cough-m-50-6.wav
positive,pos-0421-084-cough-m-50-7.wav
positive,pos-0421-084-cough-m-50.wav
positive,pos-0421-086-cough-m-65-0.wav
positive,pos-0421-086-cough-m-65-1.wav
positive,pos-0421-086-cough-m-65-2.wav
positive,pos-0421-086-cough-m-65-3.wav
positive,pos-0421-086-cough-m-65-4.wav
positive,pos-0421-086-cough-m-65-5.wav
positive,pos-0421-086-cough-m-65-6.wav
positive,pos-0421-086-cough-m-65-7.wav
positive,pos-0421-086-cough-m-65-8.wav
positive,pos-0421-086-cough-m-65.wav
positive,pos-0421-087-cough-f-40-0.wav
positive,pos-0421-087-cough-f-40-1.wav
positive,pos-0421-087-cough-f-40-2.wav
positive,pos-0421-087-cough-f-40-3.wav
positive,pos-0421-087-cough-f-40-5.wav
positive,pos-0421-087-cough-f-40-6.wav
positive,pos-0421-087-cough-f-40.wav
positive,pos-0421-092-cough-m-53-1.wav
positive,pos-0421-092-cough-m-53-12.wav
positive,pos-0421-092-cough-m-53-13.wav
positive,pos-0421-092-cough-m-53-3.wav
positive,pos-0421-092-cough-m-53-5.wav
positive,pos-0421-092-cough-m-53-6.wav
positive,pos-0421-092-cough-m-53-7.wav
positive,pos-0421-092-cough-m-53-9.wav
positive,pos-0421-092-cough-m-53.wav
positive,pos-0421-093-cough-f-24-0.wav
positive,pos-0421-093-cough-f-24-1.wav
positive,pos-0421-093-cough-f-24-2.wav
positive,pos-0421-093-cough-f-24-5.wav
positive,pos-0421-093-cough-f-24.wav
positive,pos-0421-094-cough-m-51-2.wav
positive,pos-0421-094-cough-m-51-4.wav
positive,pos-0421-094-cough-m-51-5.wav
positive,pos-0421-094-cough-m-51-6.wav
positive,pos-0421-094-cough-m-51-7.wav
positive,pos-0421-094-cough-m-51.wav
positive,pos-0422-096-cough-m-31-2.wav
positive,pos-0422-096-cough-m-31-6.wav
positive,pos-0422-096-cough-m-31-8.wav
positive,pos-0422-096-cough-m-31.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_heavy_1.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_heavy_2.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_heavy_3.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_heavy_4.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_shallow_1.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_shallow_2.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_shallow_3.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_shallow_4.wav
positive,ptuwF1pj4ibIoVuZmt4nKb5naiZ2_shallow_5.wav
positive,QjBZv868nydJzk0ZzwgKDHSG6Q82_heavy_1.wav
positive,QjBZv868nydJzk0ZzwgKDHSG6Q82_heavy_2.wav
positive,QjBZv868nydJzk0ZzwgKDHSG6Q82_heavy_3.wav
positive,QjBZv868nydJzk0ZzwgKDHSG6Q82_shallow_1.wav
positive,QjBZv868nydJzk0ZzwgKDHSG6Q82_shallow_2.wav
positive,QjBZv868nydJzk0ZzwgKDHSG6Q82_shallow_3.wav
positive,RUZ93kkyD0hJ1v7awXutr6RgF943_heavy_1.wav
positive,RUZ93kkyD0hJ1v7awXutr6RgF943_heavy_3.wav
positive,RUZ93kkyD0hJ1v7awXutr6RgF943_shallow_1.wav
positive,RUZ93kkyD0hJ1v7awXutr6RgF943_shallow_2.wav
positive,RUZ93kkyD0hJ1v7awXutr6RgF943_shallow_3.wav
positive,RUZ93kkyD0hJ1v7awXutr6RgF943_shallow_4.wav
positive,s1x2Ze9iVZNf6oFZDAZ4S9x3Cky2_shallow_1.wav
positive,TaoyZAahOzRoDQRxb0DtDZh8Opa2_heavy_1.wav
positive,TaoyZAahOzRoDQRxb0DtDZh8Opa2_heavy_2.wav
positive,TaoyZAahOzRoDQRxb0DtDZh8Opa2_heavy_3.wav
positive,TaoyZAahOzRoDQRxb0DtDZh8Opa2_shallow_1.wav
positive,TaoyZAahOzRoDQRxb0DtDZh8Opa2_shallow_3.wav
positive,tFXAov3QpbTvPL6gzCSwAsTSFT93_heavy_1.wav
positive,tFXAov3QpbTvPL6gzCSwAsTSFT93_heavy_2.wav
positive,tFXAov3QpbTvPL6gzCSwAsTSFT93_heavy_3.wav
positive,tFXAov3QpbTvPL6gzCSwAsTSFT93_shallow_2.wav
